,Papers,citedByCount,GWAS-H,Betweenness,Degree,Country,Institution
Joseph E Parisi,3,565,,1.993804229314967e-05,0.015574729453056449,,
Gerald Andriole,7,563,,1.624154126853046e-05,0.023471775372916056,,
Jonathan C Cohen,3,563,,1.040713774834247e-07,0.0013161743199766012,,
Alessandra Allione,2,562,,1.5290690768679796e-05,0.018280198888563907,,
James A B Floyd,3,562,,9.600795360418376e-06,0.009286341035390465,,
John J Voorhees,6,562,,4.6192962452310805e-06,0.005557180462123428,,
Jason P Hafler,2,562,,2.9470051030469623e-08,0.0013161743199766012,,
Carmen Navarro,5,561,,1.0835080334496204e-05,0.01857268207078093,,
Stefan Wagenpfeil,2,560,,1.404470524981094e-05,0.012284293653114946,,
Andrea Cossarizza,3,560,,8.416711977884717e-06,0.004387247733255338,,
Jian-Wen Han,4,560,,2.667642133515192e-06,0.006142146826557473,,
Deborah C Mash,3,560,,1.9463998835669863e-06,0.009140099444281954,,
Sebanti Sengupta,2,559,,1.8081148055875586e-05,0.025299795261772447,,
Martin R Farlow,4,558,,2.4072756389602454e-05,0.01286926001754899,,
Patrick Diemert,2,556,,1.3926413767097145e-06,0.013746709564200058,,
Grant Morahan,2,556,,2.4806668805495833e-07,0.0009505703422053232,,
Rachel A Gibson,4,556,,3.353742214034935e-05,0.006069026031003217,,
Manj S Sandhu,3,554,,7.63447783345857e-05,0.019011406844106463,,
Vijayaprakash Suppiah,2,553,,5.081921021792191e-07,0.0018280198888563908,,
Patricia Kramer,2,553,,7.737116234152297e-08,0.008335770693185142,,
Jacob George,2,553,,5.081921021792191e-07,0.0018280198888563908,,
Maria Grazia Piras,8,553,,9.766056250550282e-06,0.022813688212927757,,
Maria Samuel,3,553,,5.912660771964798e-06,0.03151506288388418,,
Hisashi Yamanaka,7,552,,2.835958142823735e-05,0.00935946183094472,,
Helmut Schafer,5,552,,2.3049782469209932e-05,0.006800233986545773,,
Wolfgang Ahrens,3,551,,1.445820494465891e-06,0.009725065808715998,,
Rafal Kustra,2,551,,1.369872961399139e-06,0.0044603685288095935,,
Kristina Kjaerheim,3,551,,1.445820494465891e-06,0.009725065808715998,,
Pagona Lagiou,3,551,,1.445820494465891e-06,0.009725065808715998,,
Ariana Znaor,3,551,,1.445820494465891e-06,0.009725065808715998,,
Hannes Petursson,2,550,,5.007899281360831e-07,0.004606610119918105,,
Olli P H Pietilainen,2,550,,5.007899281360831e-07,0.004606610119918105,,
Charles D Smith,3,550,,1.4343551266795252e-05,0.0110412401286926,,
Malcolm C Pike,8,550,,3.79555729474138e-05,0.04124012869260017,,
Catherine Phelan,4,549,,6.37234091862363e-06,0.019669494004094765,,
Andrea LaCroix,6,549,,3.62655436081435e-05,0.01974261479964902,,
Lyudmyla Kedenko,6,549,,2.2285791918236134e-05,0.06602807838549284,,
Thierry Rochat,6,549,,5.748439568180503e-06,0.023033050599590522,,
Robert E Handsaker,2,549,,2.200264459947263e-06,0.04474992687920445,,
Andreas Schneeweiss,4,549,,3.952762651719485e-06,0.031222579701667155,,
Michael G Shlipak,5,548,,2.2354994873103575e-06,0.015282246270839427,,
Emmanuelle Durand,3,548,,4.937302316224589e-07,0.005045334893243638,,
Christine M Hulette,2,548,,1.183949073285827e-05,0.00870137467095642,,
James R Burke,2,548,,1.183949073285827e-05,0.00870137467095642,,
Dobril Ivanov,2,548,,2.4931801416419076e-05,0.011699327288680901,,
Stephen G Ellis,2,547,,2.3273560675485123e-07,0.011772448084235157,,
Chi Zhang,3,546,,1.660109242482991e-06,0.005484059666569173,,
Yi-Lin Cheng,3,546,,1.660109242482991e-06,0.005484059666569173,,
Anders A Bengtsson,2,546,,4.6613826649836287e-07,0.0026323486399532025,,
Gabrielle H S Buitendijk,6,546,,2.1704303618466758e-05,0.021716876279613922,,
Wen-Sheng Lu,3,546,,1.660109242482991e-06,0.005484059666569173,,
Saud Alhusaini,7,545,,0.00011104352916108083,0.03210002924831822,,
Isabel dos Santos Silva,5,545,,1.100217300324707e-05,0.020839426732962855,,
Phil H Lee,8,544,,7.869561566781324e-05,0.037364726528224625,,
Mia Hashibe,2,543,,4.975990405593462e-07,0.009286341035390465,,
Eduardo Polo,3,543,,5.887645437055044e-07,0.006288388417665984,,
Franco Merletti,2,543,,4.975990405593462e-07,0.009286341035390465,,
Lorenzo Simonato,2,543,,4.975990405593462e-07,0.009286341035390465,,
Ray Lowry,2,543,,4.975990405593462e-07,0.009286341035390465,,
Renato Talamini,2,543,,4.975990405593462e-07,0.009286341035390465,,
Hiroshi Ikegami,3,543,,1.7271051630739199e-06,0.023544896168470313,,
Luisa Bernardinelli,2,542,,3.1564351819595053e-07,0.008482012284293653,,
Dermot Walsh,4,541,,6.2879854669346545e-06,0.011626206493126645,,
Anthony Renwick,4,540,,8.600053442367732e-07,0.002559227844398947,,
Graeme Bethel,2,540,,6.775219680331865e-07,0.002997952617724481,,
Nils Schoof,3,540,,5.116920458588265e-07,0.02193623866627669,,
Bryan Howie,3,540,,2.2698187176371935e-05,0.006288388417665984,,
Stephen G Schwartz,5,540,,1.8867112331105203e-05,0.014258555133079848,,
Chiu-Chen Tseng,3,539,,3.2553992592547678e-06,0.030198888563907574,,
Yonghong Li,3,539,,1.1238981465851128e-05,0.007238958759871308,,
Gabriele Siciliano,3,538,,4.853448189399141e-05,0.016817782977478796,,
Robert C Millikan,9,538,,3.6774482791575656e-05,0.03261187481719801,,
Jennifer Freyer,2,537,,1.086301700190739e-05,0.012284293653114946,,
Erika M Kwon,5,537,,5.63786895524346e-06,0.014258555133079848,,
Qing Zhang,2,537,,1.8199244644224092e-05,0.004167885346592571,,
Stephanie Tennstedt,2,537,,1.086301700190739e-05,0.012284293653114946,,
Laura J Van't Veer,2,535,,1.8180518145745687e-07,0.02157063468850541,,
Droplaug N Magnusdottir,4,535,,3.062255109281144e-06,0.007970166715413864,,
Jaclyn L Kovach,4,535,,1.425653487268877e-05,0.013746709564200058,,
Sandro Sorbi,3,535,,5.621671201685897e-05,0.019596373208540508,,
Joseph P Miletich,8,535,,6.064258696731369e-07,0.0024129862532904357,,
Pierre Laurent-Puig,2,535,,1.8180518145745687e-07,0.02157063468850541,,
Anita Agarwal,4,535,,1.425653487268877e-05,0.013746709564200058,,
Tobias Muller,2,534,,5.314894855130093e-06,0.003948522959929804,,
Olena Korvatska,2,532,,2.1535507894054295e-06,0.0110412401286926,,
Brett S Abrahams,2,532,,2.1535507894054295e-06,0.0110412401286926,,
Felicity Lose,5,531,,5.920365044862898e-06,0.017329628546358583,,
Elaine R Nimmo,3,531,,1.8649350467196563e-06,0.006507750804328751,,
Harland Austin,2,530,,5.483286231013079e-07,0.007312079555425563,,
Mike Weale,2,530,,0.0001277533856985231,0.006434630008774495,,
Christina M Hultman,5,529,,0.00010856862458760987,0.022009359461830944,,
Lon S Schneider,2,529,,1.2859146513762841e-05,0.010821877742029832,,
Jacqueline Buros,2,529,,2.1743410042942065e-06,0.008774495466510676,,
Wayne W Poon,2,529,,5.835737550301603e-07,0.008482012284293653,,
Gregory A Jicha,2,529,,5.835737550301603e-07,0.008482012284293653,,
Nancy Johnson,2,529,,1.2859146513762841e-05,0.010821877742029832,,
Joshua A Sonnen,2,529,,5.835737550301603e-07,0.008482012284293653,,
Yuta Kochi,6,528,,1.1047328914288942e-05,0.008116408306522375,,
Wataru Satake,2,528,,1.2500847152018847e-05,0.003582918982158526,,
Tatsushi Toda,2,528,,1.2500847152018847e-05,0.003582918982158526,,
Monica Federoff,2,527,,1.7475663546504685e-06,0.00350979818660427,,
Jurgen Tepel,3,527,,5.390635533782985e-06,0.0053378180754606605,,
Manuel Mayhaus,3,526,,4.369856888969287e-05,0.01689090377303305,,
Kari Kuulasmaa,6,526,,1.4392383096556101e-05,0.04928341620356829,,
Werner Romisch-Margl,5,525,,9.199892646598678e-07,0.0062152676221117285,,
Robert Paridaens,2,525,,3.853112814037193e-06,0.02288680900848201,,
Louis Fox,4,525,,2.808939444529227e-06,0.003582918982158526,,
Albert Smith,3,525,,6.584924033702062e-06,0.020473822755191575,,
Hanneke Schuitemaker,6,525,,5.138289866893441e-05,0.006434630008774495,,
Joseph B Muhlestein,2,524,,0.0,0.011406844106463879,,
Kathleen K Bucholz,6,524,,5.9767975117006446e-06,0.004752851711026616,,
Regan Scott,2,524,,1.5997981994544108e-06,0.008628253875402165,,
John F Carlquist,2,524,,0.0,0.011406844106463879,,
Deborah Hughes,3,524,,2.624016907488757e-07,0.0024129862532904357,,
Nick C Fox,3,524,,3.876453313150938e-05,0.016964024568587307,,
Joellen Weaver,6,523,,4.0752046367942416e-05,0.03831529687042995,,
Shigeki Momohara,6,523,,2.5069134853706005e-05,0.008920737057619187,,
Marcel D Posthumus,2,523,,6.34929034150729e-07,0.005557180462123428,,
Lee A Denson,3,523,,2.2163206911856065e-05,0.011406844106463879,,
Anton Orlin,3,521,,8.297938346486133e-06,0.013673588768645802,,
Michael B Gorin,3,521,,8.297938346486133e-06,0.013673588768645802,,
Stephanie A Hagstrom,3,521,,8.297938346486133e-06,0.013673588768645802,,
Ivana K Kim,3,521,,8.297938346486133e-06,0.013673588768645802,,
Neal S Peachey,3,521,,8.297938346486133e-06,0.013673588768645802,,
Matthew Brooks,3,521,,8.297938346486133e-06,0.013673588768645802,,
Kari E Branham,3,521,,8.297938346486133e-06,0.013673588768645802,,
Michael L Klein,3,521,,8.297938346486133e-06,0.013673588768645802,,
Amit D Joshi,5,521,,2.38102233935856e-05,0.017329628546358583,,
Anthony L Hinrichs,4,519,,5.816765131688231e-06,0.003948522959929804,,
Derek P Jewell,2,519,,5.709382722511539e-07,0.005922784439894706,,
M Lourdes Sampietro,2,518,,1.1609203552838795e-06,0.01221117285756069,,
Naomi Breslau,3,517,,1.85098819378612e-06,0.003290435799941503,,
Emma J Sawyer,4,516,,9.699897815274376e-07,0.01403919274641708,,
Myron Gross,6,516,,6.430718261862274e-05,0.022521205030710735,,
Roman Corral,4,516,,9.699897815274376e-07,0.01403919274641708,,
Ahva Shahabi,4,516,,9.699897815274376e-07,0.01403919274641708,,
Danielle M Karyadi,4,516,,9.699897815274376e-07,0.01403919274641708,,
Nirubol Tosakulwong,4,515,,9.40023824478055e-06,0.011114360924246856,,
Inger Jonasson,5,515,,7.730531351076154e-07,0.007458321146534074,,
Jean Paul Vonsattel,2,515,,1.807268317471221e-06,0.009066978648727698,,
Albert O Edwards,4,515,,9.40023824478055e-06,0.011114360924246856,,
Brian M Wolpin,6,514,,3.12574669265167e-06,0.012796139221994735,,
Judith A James,3,514,,2.8799185141574793e-06,0.004167885346592571,,
Mieke Schutte,2,513,,2.7510693868153344e-06,0.009798186604270254,,
Unnur S Bjornsdottir,6,513,,1.664602079104086e-05,0.012064931266452179,,
Robert C Kurtz,6,513,,4.778064522971605e-06,0.01221117285756069,,
Robert Barber,2,512,,1.9998324529644807e-06,0.009505703422053232,,
Gerdur Stefansdottir,2,512,,4.384077326441477e-07,0.005776542848786195,,
Gary S Gilkeson,2,511,,6.605258303927507e-05,0.016379058204153262,,
Michael M Barmada,2,511,,6.494069087876774e-06,0.008482012284293653,,
Adrienne H Williams,4,511,,3.267644525100335e-05,0.007092717168762796,,
Bianca Olver,6,509,,1.773467687136508e-05,0.009944428195378765,,
Martin Ladouceur,3,509,,1.622644785344058e-05,0.04540801403919274,,
Scott F Saccone,3,509,,1.6360009599854047e-06,0.003290435799941503,,
Joel M Guthridge,2,508,,1.5882451734388035e-06,0.00350979818660427,,
Marian Hamshere,5,508,,1.7066705453806132e-05,0.009798186604270254,,
Bruce D Walker,4,508,,1.5188990645000111e-05,0.006142146826557473,,
Steven P Hamilton,7,508,,4.5017646424849866e-05,0.014185434337525593,,
Cynthia Helms,3,508,,3.730132803081399e-06,0.0036560397777127816,,
Keiko Myouzen,5,507,,1.0611626405009423e-05,0.00804328751096812,,
Dafna Gladman,2,507,,7.503833068035548e-06,0.007238958759871308,,
Daniel P K Ng,4,507,,2.4000137532041142e-05,0.006288388417665984,,
John Gallacher,2,507,,1.03884337674869e-05,0.013454226381983035,,
Akari Suzuki,5,507,,1.0611626405009423e-05,0.00804328751096812,,
M Pilar Zamora,4,507,,2.5134405283343396e-06,0.030564492541678853,,
Margaret Wrensch,5,505,,0.00013166129507569948,0.026542848786194794,,
Judith Brown,6,505,,5.086456097679818e-06,0.019523252412986254,,
Sven Pettersson,2,505,,3.3617424605614653e-06,0.00467973091547236,,
Yangchun Du,2,505,,3.0590776165907686e-07,0.005557180462123428,,
Karen Kapur,6,505,,7.164506650920812e-06,0.038900263234863994,,
Coleen M Damcott,5,504,,6.885890366951817e-07,0.0026323486399532025,,
Eckart Ruther,3,503,,5.540160489218067e-06,0.012430535244223457,,
P V Krishna Pant,3,503,,4.904364352945027e-06,0.0024129862532904357,,
Wilson Liao,3,503,,9.646568582264174e-06,0.004241006142146827,,
Heike Kolsch,3,503,,5.540160489218067e-06,0.012430535244223457,,
Lei Jiang,3,501,,6.0421406062145134e-05,0.01352734717753729,,
Simone Claudi-Boehm,2,501,,3.0709230333402635e-07,0.03794969289265867,,
Michael Goggins,5,500,,2.034241662743423e-06,0.012064931266452179,,
Alison P Klein,5,500,,2.034241662743423e-06,0.012064931266452179,,
Matthew J Farrer,5,500,,0.00010335089260175782,0.009944428195378765,,
Graeme Jones,6,500,,2.0538605009821805e-05,0.02025446036852881,,
David B Dunger,2,500,,6.388361040363458e-06,0.0028517110266159697,,
Anssi Auvinen,4,499,,5.841582157784969e-06,0.018645802866335184,,
Kelly A Volcik,2,499,,4.2468871162795074e-07,0.01974261479964902,,
Dorothy Hatsukami,3,499,,1.7806988838382948e-06,0.0032173150043872476,,
Claire Perret,6,498,,2.39201494109328e-05,0.011991810470897923,,
Melanie M Van der Klauw,4,498,,2.7163994499495624e-06,0.034732377888271423,,
Alan Wright,6,498,,1.955265808317192e-06,0.010968119333138345,,
Mary S Burnett,2,498,,7.523045283880249e-07,0.019596373208540508,,
Thomas Hansen,3,497,,3.0238785367740827e-06,0.005484059666569173,,
Stephen C L Gough,2,497,,1.4231062916681606e-05,0.00804328751096812,,
Len A Pennacchio,2,497,,1.9979911941080986e-06,0.010894998537584088,,
Bernie Devlin,6,497,,5.012111736328231e-05,0.014843521497513893,,
Elaine Dennison,2,497,,1.071195652386421e-06,0.010163790582041532,,
Frederik Marme,3,497,,1.9915934464516726e-06,0.029028955835039484,,
Marco Picchioni,2,496,,2.4686751038527917e-06,0.008482012284293653,,
Birgitta Birgisdottir,2,496,,1.5904945024308251e-06,0.007092717168762796,,
Graham J Mann,8,496,,1.3163301716200129e-05,0.010163790582041532,,
Chen Suo,6,496,,8.933624289403327e-06,0.024934191284001168,,
Cuno S Uiterwaal,2,496,,1.5681714382193212e-06,0.015794091839719217,,
Mattijs E Numans,2,496,,1.5681714382193212e-06,0.015794091839719217,,
Kay Tee Khaw,4,496,,4.2143243175834385e-06,0.03370868675051184,,
Sander Canisius,3,495,,8.359898705678184e-07,0.022009359461830944,,
Karl-Heinz Herzig,2,495,,1.125484765094912e-06,0.04028955835039485,,
Kerrie Lashley,2,495,,2.667274219672986e-06,0.0032173150043872476,,
Martin Depner,2,495,,1.7598541215835163e-07,0.00233986545773618,,
Florencia Pereyra,3,494,,1.3558019653683653e-05,0.005703422053231939,,
W Craig Hooper,2,494,,3.205884640099291e-05,0.003729160573267037,,
Reiner Heun,2,494,,3.988296508231871e-06,0.011918689675343668,,
Matthew W State,4,492,,3.844000048309161e-05,0.00636150921322024,,
David E Elder,7,492,,9.701130752875994e-06,0.00987130739982451,,
Elaine Johnstone,2,492,,4.116380149285461e-07,0.0038754021643755483,,
Anna K Kahler,3,491,,2.3035191593639126e-05,0.013819830359754313,,
Mette Nyegaard,2,491,,5.952470644571621e-06,0.006069026031003217,,
Evadnie Rampersaud,7,490,,6.991184619698556e-05,0.01988885639075753,,
Andreas Ruether,4,490,,6.340545516413489e-06,0.004972214097689383,,
Viswanathan Mohan,4,490,,3.297856697375785e-05,0.024934191284001168,,
Manickam Chidambaram,4,490,,3.297856697375785e-05,0.024934191284001168,,
Chunyan He,8,490,,1.630141065727941e-05,0.04460368528809593,,
Evropi Theodoratou,4,490,,2.5882425886137195e-05,0.022813688212927757,,
Danielle M Dick,6,489,,2.7624833594251808e-05,0.006580871599883006,,
Kiran Annaiah,6,488,,6.3777868307513276e-06,0.005191576484352149,,
Yasuhiko Iwamoto,2,488,,8.557915826076941e-07,0.003582918982158526,,
Eric Kim,2,488,,1.0117803126607304e-05,0.024641708101784145,,
Maria Barcikowska,2,488,,0.0,0.010968119333138345,,
Alan Menter,2,487,,1.1153785240429003e-06,0.0024129862532904357,,
Parveen Bhatti,2,487,,7.184999350968892e-07,0.010456273764258554,,
Alice Sigurdson,2,487,,7.184999350968892e-07,0.010456273764258554,,
E David Crawford,2,487,,6.324347987574933e-07,0.005922784439894706,,
Michele Doody,2,487,,7.184999350968892e-07,0.010456273764258554,,
Petra de Verdier,4,486,,2.36784099969215e-06,0.009798186604270254,,
David Hunter,4,486,,3.2198639090929035e-05,0.028663351857268208,,
Stefan Mohlenkamp,3,485,,2.726940075036379e-06,0.0337818075460661,,
Miranda C Marion,4,485,,2.1573524467057902e-05,0.006288388417665984,,
Paul E de Jong,2,485,,6.874670695121539e-07,0.013819830359754313,,
Linda E Kelemen,7,484,,6.109348846136658e-06,0.03253875402164375,,
K A McGhee,3,484,,4.133016893426027e-06,0.004606610119918105,,
Jen C Wang,2,483,,7.439547953295902e-07,0.0029248318221702253,,
Frans B L Hogervorst,7,483,,3.084384333124641e-05,0.04774787949692893,,
Gaetano R Barile,4,483,,4.806231781909247e-06,0.010821877742029832,,
Huldrych F Gunthard,2,483,,3.691250447038654e-06,0.003290435799941503,,
Jeanne C Latourelle,6,483,,6.321458103650589e-05,0.012357414448669201,,
Lucia Sobrin,4,483,,4.806231781909247e-06,0.010821877742029832,,
Ryan Diver,2,483,,2.210793731844809e-06,0.007238958759871308,,
Daria Salyakina,3,482,,2.3848818484346904e-05,0.005776542848786195,,
Hiroshi Maegawa,6,482,,1.2099641391270494e-05,0.009432582626498976,,
Avazeh Tashakkori-Ghanbaria,4,481,,9.782139893803732e-06,0.014916642293068149,,
Arthur Y Kim,2,481,,2.6891640970054393e-06,0.0029248318221702253,,
Anthony G Wilson,4,481,,9.199677189916315e-06,0.006434630008774495,,
August B Smit,2,480,,2.1419018492373374e-06,0.012430535244223457,,
Roseanne Cetnarskyj,2,479,,4.478630346943929e-07,0.004606610119918105,,
Sunita Badola,3,479,,1.2784549571828703e-06,0.015209125475285171,,
Gary S Sachs,3,479,,7.351996576092588e-07,0.0036560397777127816,,
Quan-Zhen Li,3,479,,2.3264570751449496e-05,0.004533489324363849,,
Yue Lu,4,477,,5.3040661112235845e-05,0.006653992395437262,,
Geoffrey S Tobias,5,477,,2.268840579494946e-06,0.012138052062006435,,
Alpa V Patel,5,477,,2.268840579494946e-06,0.012138052062006435,,
Mazda Jenab,5,477,,2.268840579494946e-06,0.012138052062006435,,
Alan A Arslan,5,477,,2.268840579494946e-06,0.012138052062006435,,
Allen D Roses,4,476,,1.2915133876929212e-05,0.004241006142146827,,
Chris Cotsapas,4,476,,1.7234787846509001e-06,0.003582918982158526,,
Michael Thun,4,475,,6.662433591292025e-06,0.013600467973091546,,
Carol A Wise,6,475,,0.00013788558539313568,0.009944428195378765,,
Deepti Gurdasani,2,474,,6.478547777505452e-05,0.02025446036852881,,
Thorsten Reffelmann,2,474,,8.032063777438753e-07,0.015209125475285171,,
Arpo Aromaa,4,474,,3.0260602818409324e-05,0.013088622404211757,,
Edward J Saunders,3,473,,7.554477303131027e-07,0.013161743199766013,,
Johann E Gudjonsson,5,472,,3.637479182683487e-06,0.004972214097689383,,
Theodore Papamarkou,2,472,,2.1305896794667368e-07,0.02040070195963732,,
Hui-Yi Lin,5,472,,3.0149532805111844e-05,0.035829189821585256,,
Shapour Jalilzadeh,3,472,,6.694589946122322e-06,0.013015501608657502,,
Annette Lee,5,470,,2.3150308339277217e-05,0.005045334893243638,,
Ellen Kampman,2,470,,1.0304440009864193e-06,0.006142146826557473,,
Pirjo Komulainen,3,469,,2.435325264697927e-06,0.03597543141269377,,
Charles A Mein,2,469,,8.042508540606387e-07,0.0038754021643755483,,
Wieke H M Verbeek,2,469,,8.042508540606387e-07,0.0038754021643755483,,
Yonglan Zheng,4,469,,3.238177933343759e-05,0.017183386955250072,,
Douglas M Ruderfer,4,469,,0.00045147566432398076,0.007970166715413864,,
Graham A R Heap,2,469,,8.042508540606387e-07,0.0038754021643755483,,
Auli Karhu,2,468,,2.2034675325000292e-07,0.0058496636443404505,,
