Number,In Charge,STUDY ACCCESSION,PUBMEDID,LINK,DATASETS,Consortia,NOTES
503,Domante,GCST000537,20018283,www.ncbi.nlm.nih.gov/pubmed/20018283,Erasmus Rucphen Family Study (ERF); Cooperative Health Research in the Region of Augsburg F3 (KORA F3); Micro-isolates in South Tyrol Study (MICROS); Cohorte Lausannoise (CoLaus); Framingham Heart Study (FHS); Genetic Epidemiology of Metabolic Syndrome study (GEMS); Avon Longitudinal Study of Parents and Children (ALSPAC); UK Adult Twin Register (TwinsUK); The Invecchiare in Chianti (InCHIANTI); Baltimore Longitudinal Study of Ageing (BLSA),,not clear which GEMS cohorts
504,Domante,GCST004399,28512139,www.ncbi.nlm.nih.gov/pubmed/28512139,Cohorte Lausannoise (CoLaus); Family Heart Study (FamHS); Cooperative Health Research in the Region of Augsburg F3 (KORA F3); Cooperative Health Research in the Region of Augsburg F4 (KORA F4); Cardiovascular Risk in Young Finns Study (YFS),,
505,Domante,GCST001727,23118302,www.ncbi.nlm.nih.gov/pubmed/23118302,Justification for the Use of Statins in Primary Prevention: An Intervention Trial Evaluating Rosuvastatin (JUPITER),CHARGE,not clear which CHARGE cohorts
506,Domante,GCST002186,24026423,www.ncbi.nlm.nih.gov/pubmed/24026423,NO NAME,,various hospitals
507,Domante,GCST003103,26316170,www.ncbi.nlm.nih.gov/pubmed/26316170,NO NAME,,
508,Domante,GCST002101,23935489,www.ncbi.nlm.nih.gov/pubmed/23935489,AIDS Clinical Trials Group (ACTG); AIDS Linked to the IntraVenous Experience (ALIVE); Amsterdam Cohort Studies on HIV infection and AIDS (ACS_b); ANRS CO18 (ANRS CO18); ANRS PRIMO Cohort (ANRS PRIMO); National Cancer Institute (NCI); Center for HIV/AIDS Vaccine Immunology (CHAVI); Danish HIV Cohort Study (DHIVCS); Genetic and Immunological Studies of European and African HIV-1+ Long Term Non-Progressors (GISHEAL); GRIV Cohort (GRIV); Hemophilia Growth and Development Study (HGDS); Hospital Clinic-IDIBAPS Acute/Recent HIV-1 Infection Cohort (IDIBAPS); Icona Foundation Study (IFS_b); International HIV Controllers Study (IHIVCS); IrsiCaixa Foundation Acute/Recent HIV-1 Infection Cohort (ICFA); Modena Cohort (Modena); Multicenter AIDS Cohort Study (MACS); Multicenter Hemophilia Cohort Studies (MHCS); Pumwani Sex Workers Cohort (PSWC); San Francisco City Clinic Cohort (SFCCC); GPC Cohort / Sanger Institute (SGPC); Swiss HIV Cohort Study (SHCS); University Medical Center Utrecht (UMC); US military HIV Natural History Study (US-HIV-NHS); Wellcome Trust Case Control Consortium (WTCCC); Western Australian HIV Cohort Study (WAHCS),,
509,Domante,GCST003422,26908436,www.ncbi.nlm.nih.gov/pubmed/26908436,Nurses Health Study (NHS); Health Professional Follow-up Study (HPFS); Rotterdam Study I (RS-I); Rotterdam Study II (RS-II),,
510,Domante,GCST003974,27941131,www.ncbi.nlm.nih.gov/pubmed/27941131,Danish National Patient Register (DNPR); Danish Health Service Register (DHSR),,
511,Domante,GCST000113,17934461,www.ncbi.nlm.nih.gov/pubmed/17934461,National Study of Colorectal Cancer Genetics (NSCCG); Royal Marsden Hospital Trust/Institute of Cancer Research Family History and DNA Registry (RMHT); Genetic Lung Cancer Predisposition Study (GELCAPS); VICTOR (VICTOR),Colorectal Tumour Gene Identification (CORGI),not clear which CORGI cohorts
512,Domante,GCST001735,23139255,www.ncbi.nlm.nih.gov/pubmed/23139255,"Health, Aging, and Body Composition Study (Health ABC); Healthy Aging in Neighborhoods of Diversity across the Life Span Study (HANDLS); Womens Health Initiative (WHI); Atherosclerosis Risk in Communities Study (ARIC); Jackson Heart Study (JHS); Baltimore Longitudinal Study of Ageing (BLSA); Bogalusa Heart Study (BHS_b); Cardiovascular Health Study (CHS)","COGENT, CARe",
513,Domante,GCST000794,20835236,www.ncbi.nlm.nih.gov/pubmed/20835236,UK Adult Twin Register (TwinsUK); Rotterdam Study I (RS-I); Rotterdam Study II (RS-II); Rotterdam Study III (RS-III); Erasmus Rucphen Family Study (ERF); British 1958 Birth Cohort Study (B58C); Australian Twin Eye study (ATES),,
514,Domante,GCST001748,23183192,www.ncbi.nlm.nih.gov/pubmed/23183192,"Atherosclerosis Risk in Communities Study (ARIC); Baltimore Longitudinal Study of Ageing (BLSA); Bogalusa Heart Study (BHS_b); Cardiovascular Health Study (CHS); Cleveland Family Study (CFS); Health, Aging, and Body Composition Study (Health ABC); Healthy Aging in Neighborhoods of Diversity across the Life Span Study (HANDLS); Jackson Heart Study (JHS); Multi-Ethnic Study of Atherosclerosis (MESA); Womens Health Initiative (WHI)",,
515,Domante,GCST003403,26910538,www.ncbi.nlm.nih.gov/pubmed/26910538,Aging Gene-Environment Susceptibility - Reykjavik Study (AGES); Cilento study (Cilento); Framingham Heart Study (FHS); Ogliastra Genetic Park (OGP); Prospective Investigation of the Vasculature in Uppsala Seniors (PIVUS); Italian Network on Genetic Isolates-Val Borbera (INGI-Val Borbera); Gioi population (Gioi); Sorbs population (SORBS); STANISLAS Family Study (SFS); Interaction Gène-Environment en Physiopathologie Cardio-Vasculaire (IGE-PCV),,
516,Domante,GCST003605,27501781,www.ncbi.nlm.nih.gov/pubmed/27501781,National Cancer Center Hospital (NCCH); BioBank Japan Project (BBJ); Osaka-Midosuji Rotary Club (O-MRC); Kanagawa Cancer Center (Kanagawa); Japan PGx Data Science Consortium (JPDSC),,
517,Domante,GCST001844,23372041,www.ncbi.nlm.nih.gov/pubmed/23372041,"Health Professional Follow-up Study (HPFS); Nurses Health Study (NHS); Womens Genome Health Study (WGHS); Atherosclerosis Risk in Communities Study (ARIC); Cardiovascular Health Study (CHS); European Prospective Investigation into Cancer (EPIC); Family Heart Study (FamHS); Fenland study (Fenland); Framingham Heart Study (FHS); Genetics of Lipid Lowering Drugs and Diet Network study (GOLDN); Health, Aging, and Body Composition Study (Health ABC); The Invecchiare in Chianti (InCHIANTI); Multi-Ethnic Study of Atherosclerosis (MESA); Rotterdam Study (RS); Cardiovascular Risk in Young Finns Study (YFS)",DietGen consortium; CHARGE,
518,Domante,GCST000869,21068099,www.ncbi.nlm.nih.gov/pubmed/21068099,deCODE Genetics (deCODE); Rotterdam Study (RS); Framingham Osteoarthritis Study (FOS); UK Adult Twin Register (TwinsUK); arcOGEN (arcOGEN); NO NAME; NO NAME; NO NAME; Nottingham (Nottingham); Chingford study (Chingford); Genetics OsteoArthritis and Progression (GARP); NO NAME; NO NAME; Research on Osteoarthritis Against Disability (ROAD); RIKEN (RIKEN); NO NAME,,
519,Domante,GCST000338,19198612,www.ncbi.nlm.nih.gov/pubmed/19198612,Cooperative Health Research in the Region of Augsburg S4 (KORA S4); The Population Genetic Cohort (POPGEN); NO NAME; Wellcome Trust Case Control Consortium (WTCCC); German Myocardial Infarction Family Study (GerMIFS); Italian Atherosclerosis Thrombosis and Vascular Biology (IATVB); Myocardial Infarction Genetics Consortium (MIGen),,
520,Domante,GCST000987,21383967,www.ncbi.nlm.nih.gov/pubmed/21383967,I2b2 (I2b2); Genomics Collaborative Initiative (GCI); Leiden University Medical Center (LUMC); North American Rheumatoid Arthritis Consortium II  (NARAC-II); NO NAME,,
521,Domante,GCST003017,26151821,www.ncbi.nlm.nih.gov/pubmed/26151821,"Molecular Epidemiology of Colorectal Cancer Study (MECC); Colon Cancer Family Registry (CCFR); Kentucky Case-Control Study (KCCS); Cancer Prevention Study II (CPS-II); Melbourne Collaborative Cohort Study (MCCS); Newfoundland Familial Colon Cancer Registry (NFCCR); Association Study Evaluating Risk for Sporadic Colorectal Cancer (ASTERISK); Hawaiian Colorectal Cancer Studies 2&3 (Hawaiian Colo2&3); Darmkrebs: Chancen der VerhÈtung durch Screening (DACHS); Diet, Activity, and Lifestyle Study (DALS); Health Professional Follow-up Study (HPFS); Multiethnic Cohort Study of Diet and Health (MEC); Nurses Health Study (NHS); Ontario Registry for Studies of Familial Colorectal Cancer (OFCCR); Physicians Health Study (PHS); Postmenopausal Hormone study (PMH); Prostate, Lung, Colorectal, and Ovarian Cancer Screening Trial (PLCO); VITamins And Lifestyle Cohort Study (VITAL); Womens Health Initiative (WHI); Shanghai Womens Health Study (SWHS); Shanghai Mens Health Study (SMHS); Asian Consortium, Colorectal Cancer Guangzhou (Guangzhou); Aichi Study (Aichi); Korean Cancer Prevention Study II (KCPS-II); Fukuoka Colorectal Cancer Study (FCCS); Nagano Colorectal Cancer Study (NCCS); Japan Public Health Center Study (JPHC)",Colorectal Cancer Transdisciplinary Study (CORECT); Genetics and Epidemiology of Colorectal Cancer Consortium (GECCO),
522,Domante,GCST002861,25890600,www.ncbi.nlm.nih.gov/pubmed/25890600,National Cancer Institute Cancer Genetic Markers of Susceptibility (CGEMS); UK GWAS Stage 2 (UK2); Molecular Taxonomy of Breast Cancer International Consortium (Metabric); PG-SNPs (PG-SNPs); Helsinki Breast Cancer Study (HEBCS); Cancer Prevention Study II (CPS-II); The National Cancer Institute Breast and Prostate Cancer Cohort Consortium (BPC3); Nurses Health Studies II (NHS2); Australian Breast Cancer Family Study (ABCFS); Amsterdam Breast Cancer Study (ABCS); Bavarian Breast Cancer Cases and Controls (BBCC); Breast Cancer In Galway Genetic Study (BIGGS); Copenhagen General Population Study (CGPS); ESTHER Breast Cancer Study (ESTHER); Karolinska Breast Cancer Study (KARBAC); Kuopio Breast Cancer Project (KBCP); Australian Ovarian Cancer Study (AOCS); Leuven Multidisciplinary Breast Centre (LMBC); Mammary Carcinoma Risk Factor Investigation (MARIE); Melbourne Collaborative Cohort Study (MCCS); Multiethnic Cohort Study of Diet and Health (MEC); Oulu Breast Cancer Study (OBCS); Ontario Familial Breast Cancer Registry (OFBCR); Leiden University Medical Centre Breast Cancer Study (ORIGO); Karolinska Mammography Project for Risk Prediction of Breast Cancer (pKARMA); Rotterdam Breast Cancer Study (RBCS); Singapore and Sweden Breast Cancer Study (SASBAC); Study of Epidemiology and Risk Factors in Cancer Heredity (SEARCH); St_dtisches Klinikum Karlsruhe Deutsches Krebsforschungszentrum Study (SKKDKFZS); European Prospective Investigation into Cancer (EPIC),COGS,
523,Domante,GCST000805,20864672,www.ncbi.nlm.nih.gov/pubmed/20864672,European Prospective Investigation into Cancer (EPIC); British 1958 Birth Cohort Study (B58C); Cohorte Lausannoise (CoLaus); Genetic Epidemiology of Metabolic Syndrome study (GEMS); London Life Sciences Population Study (LOLIPOP); Finland-United States Investigation of Non-Insulin-Dependent Diabetes Mellitus Genetics (FUSION); SardiNIA Study of Aging (SardiNIA); Ottawa Heart Study (OHS); Fenland study (Fenland); Northern Finnish Birth Cohort Study 1966 (NFBC1966); FINRISK (FINRISK); Rotterdam Study (RS),,
524,Domante,GCST001936,23535734,www.ncbi.nlm.nih.gov/pubmed/23535734,British Heart Foundation Family Heart Study (BHF-FHS); Estonian Genome Center of the University of Tartu (EGCUT); Erasmus Rucphen Family Study (ERF); FINRISK (FINRISK); Nicotine Addiction Genetics – Finland  study (FTC/NAG-FIN); Genetic Regulation of Arterial Pressure in Humans in the Community (GRAPHIC); Helsinki Birth Cohort Study (HBCS); Cooperative Health Research in the Region of Augsburg (KORA); Leiden Longevity Study (LLS); Leiden 85-plus study (L85PLUS); Northern Finnish Birth Cohort Study 1966 (NFBC1966); Netherlands Twin Registry (NTR); PLIC (PLIC); Prevention of Renal and Vascular Endstage Disease study (PREVEND); Brisbane Adolescent Twins Study (BATS); TwinGene Study (TwinGene); UK Adult Twin Register (TwinsUK); UK National Blood Donor Service (UKBS); Telomerase Activity Cohort (TAC),,
525,Domante,GCST002685,25367360,www.ncbi.nlm.nih.gov/pubmed/25367360,"British 1958 Birth Cohort Study (B58C); Avon Longitudinal Study of Parents and Children (ALSPAC); Age-Related Eye Disease Study (AREDS); Brisbane Adolescent Twins Study (BATS); CROATIA-Korcula Study (CROATIA-KORCULA); CROATIA-Split Study (CROATIA-SPLIT); CROATIA-Vis Island Study (CROATIA-VIS); Erasmus Rucphen Family Study (ERF); Finnish Twin Study on Aging (FITSA); Framingham Eye Study (FES); Gutenberg Health Study (GHS); Cooperative Health Research in the Region of Augsburg (KORA); Ogliastra Genetic Park-Talana Study (OGP-Talana); Orkney Complex Disease Study (ORCADES); Rotterdam Study I (RS-I); Rotterdam Study II (RS-II); Rotterdam Study III (RS-III); UK Adult Twin Register (TwinsUK); Wisconsin Epidemiologic Study of Diabetic Retinopathy (WESDR); Cardiovascular Risk in Young Finns Study (YFS); Beijing Eye Study (BES); HK-MGS (HK-MGS); Singapore Chinese Eyes Study (SCES); Singapore Malay Eye Study (SIMES); Singapore Indian Eye Study (SINDI); Singapore Prospective Study Program (SP2); Strabismus, Amblyopia and Refractive Error Study (STARS); Raine Eye Health Study (REHS); Singapore Cohort study Of the Risk factors for Myopia study (SCORM); Twins Eye Study in Tasmania (TEST)",CREAM ,
526,Domante,GCST001681,23028356,www.ncbi.nlm.nih.gov/pubmed/23028356,BioBank Japan Project (BBJ); RIKEN (RIKEN); University of Tokyo (Tokyo); Tokyo Womens Medical University (TWMU); Kyoto University (Kyoto),,
527,Domante,GCST003430,26950853,www.ncbi.nlm.nih.gov/pubmed/26950853,"Aging Gene-Environment Susceptibility - Reykjavik Study (AGES); Atherosclerosis Risk in Communities Study (ARIC); Cardiovascular Health Study (CHS); Framingham Heart Study (FHS); Rotterdam Study (RS); Health, Aging, and Body Composition Study (Health ABC); Health Professional Follow-up Study (HPFS); Nurses Health Study (NHS); Prospective Study of Pravastatin in the Elderly at Risk (PROSPER); Study of Health in Pomerania (SHIP); Womens Genome Health Study (WGHS); MOnica Risk, Genetics, Archiving and Monograph (MORGAM); FINRISK (FINRISK); PRIME (PRIME); Northern Sweden Population Health Study (NSPHS); PHArmacogenetic study of Statin in the Elderly at risk (PHASE)",CHARGE,
528,Domante,GCST000335,19198613,www.ncbi.nlm.nih.gov/pubmed/19198613,Icelandic Cancer Registry (ICR); Ohio State University (Ohio SU); Oncology Department of Zaragoza Hospital (ODZH),,
529,Domante,GCST001858,23396134,www.ncbi.nlm.nih.gov/pubmed/23396134,British 1958 Birth Cohort Study (B58C); Avon Longitudinal Study of Parents and Children (ALSPAC); Australian & New Zealand Registry of Advanced Glaucoma (ANZRAG); Age-Related Eye Disease Study (AREDS); CROATIA-Korcula Study (CROATIA-KORCULA); CROATIA-Split Study (CROATIA-SPLIT); CROATIA-Vis Island Study (CROATIA-VIS); Estonian Genome Center of the University of Tartu (EGCUT); Fuchs Endothelial Corneal Dystrophy Controls (FECD); Finnish Twin Study on Aging (FITSA); Framingham Eye Study (FES); Gutenberg Health Study I (GHS-I); Gutenberg Health Study II (GHS-II); Cooperative Health Research in the Region of Augsburg (KORA); Orkney Complex Disease Study (ORCADES); UK Adult Twin Register (TwinsUK); Wisconsin Epidemiologic Study of Diabetic Retinopathy (WESDR); Cardiovascular Risk in Young Finns Study (YFS); Erasmus Rucphen Family Study (ERF); Diabetes Control and Complication Trial (DCCT); Blue Mountain Eye Study (BMES); Rotterdam Study I (RS-I); Rotterdam Study II (RS-II); Rotterdam Study III (RS-III); Ogliastra Genetic Park-Talana Study (OGP-Talana); Beijing Eye Study (BES); Singapore Chinese Eyes Study (SCES); Singapore Malay Eye Study (SIMES); Singapore Indian Eye Study (SINDI); Singapore Prospective Study Program (SP2); Brisbane Adolescent Twins Study (BATS); Twins Eye Study in Tasmania (TEST),CREAM ,
530,Domante,GCST000489,19767754,www.ncbi.nlm.nih.gov/pubmed/19767754,"American Cancer Society Prevention Study (ACS_c); Alpha-Tocopherol, Beta-Carotene Cancer Prevention Study (ATBC); CeRePP French Prostate Case-Control Study (FPCC); Health Professional Follow-up Study (HPFS); Prostate, Lung, Colorectal, and Ovarian Cancer Screening Trial (PLCO); Icelandic Cancer Registry (ICR); Radboud University Nijmegen Medical Centre (RUNMC); Oncology Department of Zaragoza Hospital (ODZH); Northwestern Universitys Prostate Cancer Specialized Program of Research Excellence (SPORE); Vanderbilt Genome-Wide Association Studies (Vanderbilt); Tennessee Valley Healthcare System (TVHS); Tampere University Hospital (TAMPERE)",CGEMS,
531,Domante,GCST003342,26752265,www.ncbi.nlm.nih.gov/pubmed/26752265,Primary Open Angle Glaucoma (POAG); Blue Mountain Eye Study (BMES); European Prospective Investigation into Cancer (EPIC); National Eye Institute Glaucoma Human Genetics Collaboration (NEIGHBOR); Ocular Hypertension Treatment Study (OHTS); Massachussetts Eye and Ear Infirmary (MEEI); Marshfield Clinic (Marshfield); Iowa (Iowa); Womens Genome Health Study (WGHS); Nurses Health Study (NHS); Health Professional Follow-up Study (HPFS),National Eye Institute Glaucoma Human Genetics Collaboration Heritable Overall Operational Database (NEIGHBORHOOD),
532,Domante,GCST002944,26034056,www.ncbi.nlm.nih.gov/pubmed/26034056,"Research Program on Genes, Environment and Health (RPGEH); California Mens Health Study (CMHS); ProHealth Study (ProHealth); Prevention of Cardiovascular Events in Patients with Prior Heart Attack Using Ticagrelor Compared to Placebo on a Background of Aspirin (PEGASUS); Multiethnic Cohort Study of Diet and Health (MEC)",Kaiser Permanente (KP),
533,Domante,GCST000270,19011631,www.ncbi.nlm.nih.gov/pubmed/19011631,National Study of Colorectal Cancer Genetics (NSCCG); Genetic Lung Cancer Predisposition Study (GELCAPS); Royal Marsden Hospital Trust/Institute of Cancer Research Family History and DNA Registry (RMHT); Colorectal Cancer Genetics Study (COGS); Scottish Colorectal Cancer Study (SOCCS); VICTOR (VICTOR); QUASAR2 (QUASAR2); European Collection of Cell Cultures (ECACC); NO NAME; Finnish Colorectal Cancer Predisposition Study (FCCPS); Ontario Registry for Studies of Familial Colorectal Cancer (OFCCR); Darmkrebs: Chancen der VerhÈtung durch Screening (DACHS); The Population Genetic Cohort (POPGEN); Study of Health in Pomerania (SHIP); Study of Epidemiology and Risk Factors in Cancer Heredity (SEARCH),CORGI,what is in CORGI?
534,Domante,GCST001544,22634755,www.ncbi.nlm.nih.gov/pubmed/22634755,National Study of Colorectal Cancer Genetics (NSCCG); Collaborative Oncology Gene-Environment Study (COGES); Scottish Colorectal Cancer Study (SOCCS); VICTOR (VICTOR); QUASAR2 (QUASAR2); Genetic Lung Cancer Predisposition Study (GELCAPS); British 1958 Birth Cohort Study (B58C); COIN (COIN); COIN-B (COIN-B); Colon Cancer Family Registry (CCFR); Study of Epidemiology and Risk Factors in Cancer Heredity (SEARCH); Croatian Colorectal Cancer Genetic Study (CCCGS); Finnish Colorectal Cancer Predisposition Study (FCCPS); Swedish Low-Risk Colorectal Cancer Study Group (SLRCCSG); BioBank Japan Project (BBJ),CORGI,what is in CORGI?
