,PUBMEDID,N,In Charge,DATASETS,Consortia,NOTES
552,19767753,42388,Pilar,"UK Genetic Prostate Cancer Study (UKGPCS); Prostate testing for cancer and Treatment study (ProtecT); Early Onset Prostate Cancer Study (EOPCFS); Risk Factors for Prostate Cancer Study (RFPCS); Melbourne Collaborative Cohort Study (MCCS); Risk Factors for Prostate Cancer Study (RFPCS); BiPAS (BiPAS); CHSH (CHSH); Fred Hutchinson Cancer Research Center, Seattle US (FHCRC); FMHS (FMHS); HaPCS (HaPCS); The Mayo Clinic study (MAYO); Melbourne Collaborative Cohort Study (MCCS); Multiethnic Cohort Study of Diet and Health (MEC); Moffitt Cancer Center Ovarian Cancer Study (MOF); CCPC (CCPC); PCMUS (PCMUS); SCORE (SCORE); Prostate testing for cancer and Treatment study (ProtecT); Queensland Institute of Medical Research (QIMR); Tampere University Hospital (TAMPERE); TASPRAC (TASPRAC); UK Genetic Prostate Cancer Study (UKGPCS); Center of Excellence-Baden-Wuerttemberg Type 2 Diabetes Cohort (ULM); University of Southern California (USC); Utah Chronic Lymphocytic Leukemia Study (UTAH); Valais (Valais); Early Onset Prostate Cancer Study (EOPCFS); Risk Factors for Prostate Cancer Study (RFPCS); NC (NC)",PRACTICAL Consortium,
553,28757204,42274,Pilar,Bone Mineral Density in Childhood Study (BMDCS); Osteoporotic Fractures in Men Study USA (MrOS-USA); B-vitamins for the prevention of osteoporotic fractures (B-PROOF); Avon Longitudinal Study of Parents and Children (ALSPAC); B-vitamins for the prevention of osteoporotic fractures (B-PROOF); Cardiovascular Health Study (CHS); Uppsala Longitudinal Study of Adult Men (ULSAM); The Netherlands Epidemiology of Obesity Study (NEO); Generation R Study Group (Generation R); UK Adult Twin Register (TwinsUK); Prospective Investigation of the Vasculature in Uppsala Seniors (PIVUS); Framingham Heart Study (FHS); Osteoporotic Fractures in Men Study SWE (MrOS-SWE); Osteoporotic Fractures in Men Study (MrOS); Gothenburg Osteoporosis and Obesity Determinants study (GOOD); Rotterdam Study (RS); Rotterdam Study (RS); Rotterdam Study (RS),,
554,21964575,42247,Pilar,Icelandic Cancer Registry (ICR); Nijmegen Biomedical Study (NBS),,Samples from Spain and Finland are not presented with names
555,22589738,42228,Pilar,"Family Heart Study (FamHS); Framingham Heart Study (FHS); Health, Aging, and Body Composition Study (Health ABC); Aging Gene-Environment Susceptibility - Reykjavik Study (AGES)",GIANT,
556,29066854,42195,Pilar,UK Adult Twin Register (TwinsUK),,
557,24121790,42136,Pilar,UK Barretts Oesophagus Gene Study (UKBOGS); ESophageal Adeno-carcinoma (ESAC); Study of Epidemiology and Risk Factors in Cancer Heredity (SEARCH); Wellcome Trust Case Control Consortium 2 (WTCCC2); UK GWAS Stage 1 (UK1); Southampton Ovarian Cancer Study (SOCS),WTCCC2; Barrett's and Esophageal Adenocarcinoma Consortium (BEACON),"Samples from Australia, Europe, North America, and MD Anderson Cancer Center, are not presented with names"
558,18794855,42104,Domante,Icelandic Cancer Registry (ICR); deCODE Genetics (deCODE); Nijmegen Bladder Cancer Study (NBCS); Leeds Bladder Cancer Study (LBCS); Torino Bladder Cancer Study (TBCS); Brescia Bladder Cancer Study (BBCS_b); Limburg Cancer Registry (LIKAR); NO NAME; Swedish Bladder Cancer Study (SwBCS); Oncology Department of Zaragoza Hospital (ODZH),,
559,25350695,41875,Domante,"Prospective Study of Pravastatin in the Elderly at Risk (PROSPER); Anglo-Scandinavian Cardiac Outcomes Trial (ASCOT); Collaborative Atorvastatin Diabetes Study (CARDS); Pravastatin Inflammation CRP Evaluation study (PRINCE); Cholesterol and Atherosclerosis Pharmacogenetics (CAP); Treating to New Targets (TNT); Aging Gene-Environment Susceptibility - Reykjavik Study (AGES); Atherosclerosis Risk in Communities Study (ARIC); BioVU, the Vanderbilt DNA Databank project (BioVu); Cardiovascular Health Study (CHS); Framingham Heart Study (FHS); Genetics of diabetes Audit and Research I (GODARTS-I); Genetics of diabetes Audit and Research II (GODARTS-II); Health, Aging, and Body Composition Study (Health ABC); Heart and Vascular Health (NVH); Multi-Ethnic Study of Atherosclerosis (MESA); Heart Protection Study (HPS); Justification for the Use of Statins in Primary Prevention: An Intervention Trial Evaluating Rosuvastatin (JUPITER); Rotterdam Study (RS)",,
560,27702941,41593,Pilar,Prospective Investigation of the Vasculature in Uppsala Seniors (PIVUS),,
561,22960999,41574,Domante,Shanxi UGI Cancer Genetics Project (Shanxi); Linxian Nutrition Intervention Trial (NIT); Shanghai Mens Health Study (SMHS); Shanghai Womens Health Study (SWHS); Singapore Chinese Health Study (SCHS),,
562,27455348,41398,Pilar,ALS Study (ALS); University Hospital Gasthuisberg Leuven (UHGL); Coriell Cell Repositories (CORIELL); Piemonte and Valle d’Aosta Register for Amyotrophic Lateral Sclerosis (PARALS); NeuroGenetics Research Consortium (NGRC); Finland SO replication (FinSO); University Hospital of Helsinki (UHH); Italian Consortium for the Genetics of ALS  (SLAGEN); Three City Study (3C); The Population Genetic Cohort (POPGEN),,
563,28931804,41395,Pilar,Peking University Third Hospital (PHTH); Shanghai Changzheng Hospital (SCH); Royal Brisbane Hospital (RBH); Older Australian Twins Study (OATS),,
564,19430482,41343,Domante,Atherosclerosis Risk in Communities Study (ARIC); Cardiovascular Health Study (CHS); Framingham Heart Study (FHS); Rotterdam Study (RS); Womens Genome Health Study (WGHS); Aging Gene-Environment Susceptibility - Reykjavik Study (AGES),CHARGE,
565,20453842,41282,Domante,Brigham Rheumatoid Arthritis Sequential Study (BRASS); NO NAME; Epidemiological Investigation of Rheumatoid Arthritis (EIRA); North American Rheumatoid Arthritis Consortium I (NARAC-I); North American Rheumatoid Arthritis Consortium III (NARAC-III); Wellcome Trust Case Control Consortium (WTCCC); CANADA II (CANADA II); NO NAME; Genetics Network Rheumatology Amsterdam (GENRA); Genomics Collaborative Initiative (GCI); Leiden University Medical Center (LUMC); North American Rheumatoid Arthritis Consortium II  (NARAC-II); United Kingdom Rheumatoid Arthritis Genetics (UKRAG); Nurses Health Study (NHS),,
566,29107063,41161,,,,
567,19011631,41041,Domante,National Study of Colorectal Cancer Genetics (NSCCG); Genetic Lung Cancer Predisposition Study (GELCAPS); Royal Marsden Hospital Trust/Institute of Cancer Research Family History and DNA Registry (RMHT); Colorectal Cancer Genetics Study (COGS); Scottish Colorectal Cancer Study (SOCCS); VICTOR (VICTOR); QUASAR2 (QUASAR2); European Collection of Cell Cultures (ECACC); NO NAME; Finnish Colorectal Cancer Predisposition Study (FCCPS); Ontario Registry for Studies of Familial Colorectal Cancer (OFCCR); Darmkrebs: Chancen der Verh�tung durch Screening (DACHS); The Population Genetic Cohort (POPGEN); Study of Health in Pomerania (SHIP); Study of Epidemiology and Risk Factors in Cancer Heredity (SEARCH),CORGI,what is in CORGI?
568,21666692,41007,Domante,Womens Genome Health Study (WGHS); Genetic Epidemiology of Migraine (GEM); Study of Health in Pomerania (SHIP); International Headache Genetics Consortium (IHGC),,
569,29659830,40883,Pilar,Avon Longitudinal Study of Parents and Children (ALSPAC); Generation R Study Group (Generation R); Queensland Institute of Medical Research (QIMR); Western Australian Pregnancy Cohort Study (RAINE); Rotterdam Study (RS); UK Adult Twin Register (TwinsUK),,
570,19198612,40773,Domante,Cooperative Health Research in the Region of Augsburg S4 (KORA S4); The Population Genetic Cohort (POPGEN); NO NAME; Wellcome Trust Case Control Consortium (WTCCC); German Myocardial Infarction Family Study (GerMIFS); Italian Atherosclerosis Thrombosis and Vascular Biology (IATVB); Myocardial Infarction Genetics Consortium (MIGen),,
571,20372150,40708,Domante,Netherlands Twin Registry (NTR); British 1958 Birth Cohort Study (B58C); Northern Finnish Birth Cohort Study 1966 (NFBC1966); Avon Longitudinal Study of Parents and Children (ALSPAC); Generation R Study Group (Generation R); Orkney Complex Disease Study (ORCADES); Helsinki Birth Cohort Study (HBCS); Northern Finnish Birth Cohort Study 1986 (NFBC1986); Childrens Hospital of Philadelphia (CHOP); Western Australian Pregnancy Cohort Study (RAINE); Gene and Diet Attica Investigation (GENDAI); Prevention and Incidence of Asthma and Mite Allergy birth cohort study (PIAMA); Lifestyle Immune System Allergy study (LISA); Project Viva (Viva); Exeter Family Study of Childhood Health (EFSOCH),,
572,28598434,40673,Pilar,National Cancer Institute (NCI); International Agency for Research on Cancer Study (IARC); MD Anderson Cancer Center Study (MDACCS); Institute of Cancer Research (ICR_b),,
573,21829393,40631,Domante,Genetic Resource Investigating Diabetes (GRID); British 1958 Birth Cohort Study (B58C); National Health Service Blood and Transplant (NHSBT),,
574,20383145,40438,Domante,London Life Sciences Population Study (LOLIPOP); Cohorte Lausannoise (CoLaus); SardiNIA Study of Aging (SardiNIA); UK Adult Twin Register (TwinsUK); British Genetics of Hypertension study (BRIGHT); Fenland study (Fenland); Northern Finnish Birth Cohort Study 1966 (NFBC1966); Netherlands Study of Depression and Anxiety (NESDA); The Invecchiare in Chianti (InCHIANTI); Prevention of Renal and Vascular Endstage Disease study (PREVEND); British Womens Heart & Health Study (BWHHS),,
575,20835238,40379,Domante,"Reykjavik Eye Study (RES); deCODE Genetics (deCODE); Leicester Royal Infirmary (LRI); University Hospital, Uppsala (UHU); Tierps Hospital (TH); Glaucoma Inheritance Study in Tasmania (GIST); Australian & New Zealand Registry of Advanced Glaucoma (ANZRAG); Blue Mountain Eye Study (BMES); Twins Eye Study in Tasmania (TEST); Brisbane Adolescent Twins Study (BATS); NO NAME",,Han Chinese population
576,29883787,40359,,,,
577,27329760,40255,Domante,"Genetic Association Information Network (GAIN); Translational Genomics Research Institute 1 (TGEN1); BOMA-Bipolar Study, University of Bonn and CIMH Mannheim (BOMA); Wellcome Trust Case Control Consortium (WTCCC); Systematic Treatment Enhancement Program for Bipolar Disorder (STEP); Consortium on Lithium Genetics (ConLiGen); National Institute of Mental Health (NIMH)",,
578,17434869,40253,Domante,Wellcome Trust Case Control Consortium (WTCCC); Exeter Family Study of Childhood Health (EFSOCH); Avon Longitudinal Study of Parents and Children (ALSPAC); Northern Finnish Birth Cohort Study 1966 (NFBC1966); Oxford Biobank (OBB); Caerphilly Prospective Study (CaePS); European Prospective Investigation into Cancer (EPIC); British Womens Heart & Health Study (BWHHS); The Invecchiare in Chianti (InCHIANTI),Wellcome Trust Case Control Consortium (WTCCC),
579,26424050,40238,Pilar,Interphone (Interphone); British 1958 Birth Cohort Study (B58C); MD Anderson Cancer Center Study (MDACCS); National Cancer Institute Cancer Genetic Markers of Susceptibility (CGEMS); Groupe hospitalier Pitie�- Salpe_trie`re Paris (Paris); Supplementation en Vitamines et Mineraux Antioxydants (SUVIMAX); Cooperative Health Research in the Region of Augsburg (KORA); The Population Genetic Cohort (POPGEN); Heinz Nixdorf Recall Study (HNR); National Brain Tumour Study (NBTS); National Study of Colorectal Cancer Genetics (NSCCG); Genetic Lung Cancer Predisposition Study (GELCAPS),,
580,27064256,40070,Domante,NO NAME,,different hospitals in different countries
581,21378987,40038,Pilar,deCODE Genetics (deCODE); dbSNP version 130 (dbSNP130); dbSNP version 132 (dbSNP132); 1000 Genomes (1000 Genomes),,
582,23592221,39893,Pilar,TLGS (TLGS),ReproGen Consortium,
583,28960316,39786,Pilar,Finnish Colorectal Cancer (F-CRC); FINRISK (FINRISK); The Stockholm-1 (STHLM1); North Trondelag Health Study (HUNT); COIN (COIN); VICTOR/QUASAR2/BC58 (VQ58); Colon Cancer Family Registry (CCFR); Colon Cancer Family Registry Set II (CCFR-II),,
584,20031576,39782,Domante,Rotterdam Study (RS); Framingham Heart Study (FHS); Cardiovascular Health Study (CHS); Atherosclerosis Risk in Communities Study (ARIC); Monitoring of Trends and Determinants in Cardiovascular Disease (MONICA); British 1958 Birth Cohort Study (B58C); Cooperative Health Research in the Region of Augsburg (KORA),,
585,21082022,39706,Domante,Monitoring of Trends and Determinants in Cardiovascular Disease (MONICA); British Genetics of Hypertension study (BRIGHT); Cohorte Lausannoise (CoLaus); Groningen Renal Hemodynamic Cohort Study Group (GRECO); Nordic Diltiazem study (NORDIL); Malmo Diet and Cancer Study (MDC); Netherlands Study of Depression and Anxiety (NESDA); Pressioni Arteriose Monitorate E Loro Associazionie (PAMELA),,
586,22383897,39697,Domante,"Shanghai Breast Cancer Study (SBCS); Shanghai Breast Cancer Survival Study (SBCSS); Shanghai Endometrial Cancer Study (SECS); Shanghai Womens Health Study (SWHS); Tianjin Study (Tianjin); Nanjing Study (NJ Study); Taiwan Biobank (Taiwan); Hong Kong Study (HKS); Asian Consortium, Colorectal Cancer Guangzhou (Guangzhou); Multiethnic Cohort Study of Diet and Health (MEC); Nagoya Study (Nagoya); Nagano Breast Cancer Study (NagBCS); Seoul Breast Cancer Study (SeBCS); Korean Genome Epidemiology Study (KoGES); Korean Hereditary Breast Cancer study (KOHBRA); Korean-National Cancer Center Study (Korea-NCC)",Asia Breast Cancer Consortium,
587,23871474,39661,Domante,Kings College London (KCL); University of Amsterdam (Amsterdam),GROUP Consortium,
588,19198613,39547,Domante,Icelandic Cancer Registry (ICR); Ohio State University (Ohio SU); Oncology Department of Zaragoza Hospital (ODZH),,
589,18391951,39509,Domante,NO NAME; Nijmegen Biomedical Study (NBS); Inter99 Study (Inter99),,
590,24387989,39478,Pilar,NO NAME,,
591,27723779,39424,Domante,"Ontario Registry for Studies of Familial Colorectal Cancer (OFCCR); Association Study Evaluating Risk for Sporadic Colorectal Cancer (ASTERISK); Colon Cancer Family Registry (CCFR); Darmkrebs: Chancen der Verh�tung durch Screening (DACHS); Diet, Activity, and Lifestyle Study (DALS); Hawaiian Colorectal Cancer Studies 2&3 (Hawaiian Colo2&3); Health Professional Follow-up Study (HPFS); Multiethnic Cohort Study of Diet and Health (MEC); Nurses Health Study (NHS); Physicians Health Study (PHS); Prostate, Lung, Colorectal, and Ovarian Cancer Screening Trial (PLCO); Postmenopausal Hormones Supplementary Study to the Colon Cancer Family Registry (PMH-CCFR); VITamins And Lifestyle Cohort Study (VITAL); Womens Health Initiative (WHI)",Colon Cancer Family Registry (CCFR); Genetics and Epidemiology of Colorectal Cancer Consortium (GECCO),
592,22493691,39282,Pilar,NO NAME,,"All participants in the study were customers of 23andMe, Inc., a personal genetics company, who had been genotyped as part of the 23andMe Personal Genome Service�. The samples are not presented with names."
593,24280982,39202,Domante,"Cardiff University (Cardiff UK); Clinical Antipsychotic Trials of Intervention Effectiveness (CATIE); International Schizophrenia Consortium Aberdeen (ISC-Aberdeen); International Schizophrenia Consortium Cardiff (ISC-Cardiff); International Schizophrenia Consortium Dublin (ISC-Dublin); International Schizophrenia Consortium Edinburgh (ISC-Edinburgh); International Schizophrenia Consortium London (ISC-London); International Schizophrenia Consortium Portugal (ISC-Portugal); International Schizophrenia Consortium Sweden1 (ISC-Sweden1); International Schizophrenia Consortium Sweden2 (ISC-Sweden2); Molecular Genetics of Schizophrenia Collaboration (MGS); SGENE (SGENE); SGENE (SGENE); SGENE (SGENE); SGENE (SGENE); SGENE (SGENE); Zucker Hillside Hospital (ZHH); BOMA-Bipolar Study, University of Bonn and CIMH Mannheim (BOMA); Genetic Association Information Network (GAIN); GlaxoSmithKline (GSK); Pritzker Neuropsychiatric Disorders Research Consortium (NIMH/Pritzker); Systematic Treatment Enhancement Program for Bipolar Disorder 1 (STEP1); Systematic Treatment Enhancement Program for Bipolar Disorder 2 (STEP2); Thematically Organized Psychoses 3 (TOP3); Trinity College Dublin (Trinity); University College London (UCL); University of Edinburgh (Edinburgh); Wellcome Trust Case Control Consortium (WTCCC); Translational Genomics Research Institute (TGEN); International Cohort Collection for Bipolar Disorder (ICCBD); NO NAME; NO NAME; Thematically Organized Psychoses 7 (TOP7); Bipolar Genome Study (BiGS)",,
594,26763881,39196,Pilar,Japan PGx Data Science Consortium (JPDSC),,
595,26503584,39160,Pilar,British 1958 Birth Cohort Study (B58C); UK National Blood Donor Service (UKBS); UK GWAS Stage 1 (UK1),Wellcome Trust Case Control Consortium. Controls,
596,18264098,39055,Domante,Icelandic Cancer Registry (ICR); NO NAME; NO NAME; Cancer Prostate in Sweden (CAPS); Northwestern Universitys Prostate Cancer Specialized Program of Research Excellence (SPORE); NO NAME; NO NAME,,
597,20639392,38991,Pilar,Aging Gene-Environment Susceptibility - Reykjavik Study (AGES); Atherosclerosis Risk in Communities Study (ARIC); Cardiovascular Health Study (CHS); Framingham Heart Study (FHS); Rotterdam Study (RS); Cooperative Health Research in the Region of Augsburg (KORA); SardiNIA Study of Aging (SardiNIA); Study of Health in Pomerania (SHIP); UK Adult Twin Register (TwinsUK); Netherlands Study of Depression and Anxiety (NESDA); Erasmus Rucphen Family Study (ERF); Micro-isolates in South Tyrol Study (MICROS); Orkney Complex Disease Study (ORCADES),RRGEN consortium; Genome Epidemiology (CHARGE) Consortium,
