In Charge,PUBMEDID,DATASETS,Consortia,NOTES
Pilar,20348956,Icelandic Cancer Registry (ICR); deCODE Genetics (deCODE); Nijmegen Bladder Cancer Study (NBCS); Nijmegen Biomedical Study (NBS); Leeds Bladder Cancer Study (LBCS); Torino Bladder Cancer Study (TBCS); Brescia Bladder Cancer Study (BBCS_b); Belgian Case Control Study of Bladder Cancer (BSBC); The Eastern Europe Study Population (EESP); Swedish Bladder Cancer Study (SwBCS); Spanish Bladder Cancer Study (SpBCS); Lutherstadt Wittenberg Bladder Cancer Study (LWBCS),,Some control samples are mentioned without providing a name
Pilar,20639392,Aging Gene-Environment Susceptibility - Reykjavik Study (AGES); Atherosclerosis Risk in Communities Study (ARIC); Cardiovascular Health Study (CHS); Framingham Heart Study (FHS); Rotterdam Study (RS); Cooperative Health Research in the Region of Augsburg (KORA); SardiNIA Study of Aging (SardiNIA); Study of Health in Pomerania (SHIP); UK Adult Twin Register (TwinsUK); Netherlands Study of Depression and Anxiety (NESDA); Erasmus Rucphen Family Study (ERF); Micro-isolates in South Tyrol Study (MICROS); Orkney Complex Disease Study (ORCADES),RRGEN consortium; Genome Epidemiology (CHARGE) Consortium,
Pilar,20686651,Icelandic Kidney Stone Disease Registry at LUH (IKSDR); deCODE Genetics (deCODE); Nijmegen Biomedical Study (NBS); Radboud University Nijmegen Medical Centre (RUNMC); Nijmegen Biomedical Study (NBS),,
Pilar,20802479,Danish National Patient Register (DNPR); Helsinki Birth Cohort Study (HBCS); Health 2000 Study (Health 2000); Cooperative Health Research in the Region of Augsburg S4 (KORA S4); Heinz Nixdorf Recall Study (HNR); The Population Genetic Cohort (POPGEN); Illumina iControlDB (Illumina iControlDB); deCODE Genetics (deCODE); Munich Antidepressant Response Signature (MARS); GlaxoSmithKline (GSK); Rotterdam Study III (RS-III); Cooperative Health Research in the Region of Augsburg F4 (KORA F4); Rotterdam Study I (RS-I),International Headache Genetics Consortium; Municipality of Rotterdam and the Netherlands Consortium for Healthy Ageing (NCHA),"The Initial study created its own database from selecting patients according to predefined criteria. Some of the replication studies in Denmark, Iceland, and Germany collected data from samples without names."
Pilar,20858683,"Atherosclerosis Risk in Communities Study (ARIC); Type 1 Diabetes Genetics Consortium (T1DGC); Wellcome Trust Case Control Consortium (WTCCC); Baltimore Longitudinal Study of Ageing (BLSA); Vis Island Isolate Study (CROATIA); deCODE Genetics (deCODE); Epidemiological Study on the Insulin Resistance syndrome study (DESIR); Diabetes Genetics Initiative of Broad Institute of Harvard and MIT, Lund University, and Novartis Institutes of BioMedical Research (DGI); Diabetes Genetics (DIAGEN); European Prospective Investigation into Cancer (EPIC); European Prospective Investigation into Cancer (EPIC); European Prospective Investigation into Cancer (EPIC); Fenland study (Fenland); Framingham Heart Study (FHS); GenomEUtwin study (GenomEUtwin); Health 2000 Study (Health 2000); London Life Sciences Population Study (LOLIPOP); Ludwigshafen Risk and Cardiovascular Health (LURIC); Cooperative Health Research in the Region of Augsburg F3 (KORA F3); Cooperative Health Research in the Region of Augsburg S4 (KORA S4); Metabolic Syndrome In Men (METSIM); NHANES III (NHANES III); Netherlands Twin Registry (NTR); Orkney Complex Disease Study (ORCADES); Partners study (Partners); Precocious Coronary Artery Disease Study (PROCARDIS); SardiNIA Study of Aging (SardiNIA); Study of Health in Pomerania (SHIP); Sorbs population (SORBS); SardiNIA Study of Aging 2 (SardiNIA2); Segovia (Segovia); British 1958 Birth Cohort Study (B58C); Roche Study (Roche)",Meta-Analyses of Glucose and Insulin-Related Traits Consortium,
Pilar,21076409,Aging Gene-Environment Susceptibility - Reykjavik Study (AGES); Atherosclerosis Risk in Communities Study (ARIC); British Genetics of Hypertension study (BRIGHT); Cardiovascular Health Study (CHS); CROATIA-Split Study (CROATIA-SPLIT); CROATIA-Korcula Study (CROATIA-KORCULA); Erasmus Rucphen Family Study (ERF); Framingham Heart Study (FHS); Cooperative Health Research in the Region of Augsburg F3 (KORA F3); Cooperative Health Research in the Region of Augsburg F4 (KORA F4); Micro-isolates in South Tyrol Study (MICROS); Orkney Complex Disease Study (ORCADES); Prevention of Renal and Vascular Endstage Disease study (PREVEND); Rotterdam Study (RS); Study of Health in Pomerania (SHIP); UK Adult Twin Register (TwinsUK),,
Pilar,21353194,The Population Genetic Cohort (POPGEN); Cooperative Health Research in the Region of Augsburg (KORA); Heinz Nixdorf Recall Study (HNR); ANR (ANR); NEURO2006 (NEURO2006); MANAGE (MANAGE); Australian NHMRC program (NHMRC); INSERM (INSERM); AP-HP (AP-HP); BPAD (BPAD),Bipolar Disorder Genome Study (BiGS) Consortium; Wellcome Trust Case Control Consortium ,Munich controls
Pilar,21378987,deCODE Genetics (deCODE); dbSNP version 130 (dbSNP130); dbSNP version 132 (dbSNP132); 1000 Genomes (1000 Genomes),,
Pilar,21460840,GERAD 1 (GERAD1); GERAD 2 (GERAD2); EADI 1 (EADI1); EADI 2 (EADI2); Alzheimers Disease Neuroimaging Initiative (ADNI); Translational Genomics Research Institute (TGEN); German Alzheimer disease Integrates Genome Research Network (GAGRN); deCODE Genetics (deCODE); The Mayo Clinic study 2 (MAYO2); CHARGE (CHARGE); AD-IG (AD-IG),Alzheimer�s Disease Genetic Consortium (ADGC); Genetic and Environmental Risk in AD Consortium 1,
Pilar,21460841,ACT (ACT); Alzheimer Disease Center 1 (ADC1); Alzheimer Disease Center 2 (ADC2); Alzheimers Disease Neuroimaging Initiative (ADNI); Genotype�Phenotype Associations in Alzheimers Disease (GENADA); UM/VU/MSSM (UM/VU/MSSM); MIRAGE (MIRAGE); National Institute on Aging - Late Onset Alzheimers Disease (NIA-LOAD); Oregon Ovarian Cancer Registry (OHSU); Translational Genomics Research Institute 2 (TGEN2); Alzheimer Disease Center 3 (ADC3); The Mayo Clinic study (MAYO); Religious Orders Study and Rush Memory and Aging Project (ROSMAP); UP (UP); WU (WU),The Alzheimer Disease Genetics Consortium (ADGC);,
Pilar,21490707,"Atherosclerosis Risk in Communities Study (ARIC); Prostate, Lung, Colorectal, and Ovarian Cancer Screening Trial (PLCO); Nurses Health Study (NHS); Health Professional Follow-up Study (HPFS); Womens Genome Health Study (WGHS)",,
Pilar,21706003,"Aging Gene-Environment Susceptibility - Reykjavik Study (AGES); The older order AMISH population studies (AMISH); Cardiovascular Health Study (CHS); Cohorte Lausannoise (CoLaus); European Prospective Investigation into Cancer (EPIC); Erasmus Rucphen Family Study (ERF); Family Heart Study (FamHS); Fenland study (Fenland); Framingham Heart Study (FHS); Gothenburg Osteoporosis and Obesity Determinants study (GOOD); Cooperative Health Research in the Region of Augsburg S3 (KORA S3); Cooperative Health Research in the Region of Augsburg S4 (KORA S4); London Life Sciences Population Study (LOLIPOP); Rotterdam (Rotterdam); UK Adult Twin Register (TwinsUK); Botnia Prevalence, Prediction and Prevention of Diabetes study (BPPP); deCODE Genetics (deCODE); Health2000 GenMets Study (GenMets); Metabolic Syndrome In Men (METSIM); Ely Study (Ely); Osteoporotic Fractures in Men Study SWE (MrOS-SWE); Orkney Complex Disease Study (ORCADES); CROATIA-Vis Island Study (CROATIA-VIS); Relationship between Insulin Sensitivity and Cardiovascular disease (RISC); Uppsala Longitudinal Study of Adult Men (ULSAM); GWA Meta-Analysis on Fat Distribution (MAFD); Whitehall Study II (Whitehall-II); UK Medical Research Council (MRC)","GIANT (Genetic Investigation of Anthropometric Traits) Consortium, Netherlands Genomics Initiative/Netherlands Consortium for Healthy Aging",
Pilar,21743467,"UK Genetic Prostate Cancer Study (UKGPCS); Study of Epidemiology and Risk Factors in Cancer Heredity (SEARCH); Prostate testing for cancer and Treatment study (ProtecT); Melbourne Collaborative Cohort Study (MCCS); Early Onset Prostate Cancer Study (EOPCFS); Tampere University Hospital (TAMPERE); European Prospective Investigation into Cancer (EPIC); Cancer Prostate in Sweden (CAPS); STHM1 (STHM1); CPCS 1 (CPCS1); CPCS 2 (CPCS2); Health Professional Follow-up Study (HPFS); Cancer Prevention Study II (CPS-II); University of Southern California (USC); Alpha-Tocopherol, Beta-Carotene Cancer Prevention Study (ATBC); Prostate testing for cancer and Treatment study (ProtecT); Multiethnic Cohort Study of Diet and Health (MEC); Fred Hutchinson Cancer Research Center, Seattle US (FHCRC); Aarhus (Aarhus); Prostate, Lung, Colorectal, and Ovarian Cancer Screening Trial (PLCO); HaPCS (HaPCS); TASPRAC (TASPRAC); Poland (Poland); QLD (QLD); The Mayo Clinic study (MAYO); NC (NC); Center of Excellence-Baden-Wuerttemberg Type 2 Diabetes Cohort (ULM); FMHS (FMHS); Moffitt Cancer Center Ovarian Cancer Study (MOF); Utah Chronic Lymphocytic Leukemia Study (UTAH); ESTHER Breast Cancer Study (ESTHER); Japan Akita (Japan Akita); CHSH (CHSH); PCMUS (PCMUS); CCPC (CCPC)",PRACTICAL consortium; ,Samples from Poland and Japan are not presented with names
Pilar,21750109,Icelandic Cancer Registry (ICR); deCODE Genetics (deCODE); Iceland AAA GWAS dataset II (IBCS-II); Iceland AAA GWAS dataset III (IBCS-III); Nijmegen Bladder Cancer Study (NBCS); Nijmegen Biomedical Study (NBS); Leeds Bladder Cancer Study (LBCS); Torino Bladder Cancer Study (TBCS); Brescia Bladder Cancer Study (BBCS_b); Limburg Cancer Registry (LIKAR); The Neuss Bladder Cancer Study (NeuBCS); The Dortmund Bladder Cancer Study (DBCS); The Lutherstadt Wittenberg study (LW),,"Cases and controls from Eastern Europe were recruited as part of a study designed to evaluate the risk of various cancers due to environmental arsenic exposure in Hungary, Romania and Slovakia between 2002 and 2004; The Swedish patients came from a population-based study of UBC patients diagnosed in the Stockholm region in 1995_1996; The Spanish study patients were recruited from the urology and oncology departments of Zaragoza Hospital between September 2007 and June 2009; Samples from Iranian bladder cancer patients were obtained from the Biobank of Shiraz Institute for Cancer Research."
Pilar,21846871,Precocious Coronary Artery Disease Study (PROCARDIS); Heart Protection Study (HPS); The Pakistan Risk Of Myocardial Infarction Study (PROMIS); London Life Sciences Population Study (LOLIPOP),Coronary Artery Disease (C4D) Genetics Consortium,
Pilar,21874001,London Life Sciences Population Study (LOLIPOP); The Pakistan Risk Of Myocardial Infarction Study (PROMIS); Singapore Indian Eye Study (SINDI); Chennai Urban Rural Epidemiology Study (CURES); COBRA study (COBRA); Diabetes Genetics in Pakistan (DGP); UK Asian Diabetes Study (UKADS); Mauritius study (Mauritius); Ragama Health Study (RHS); Shanghai Diabetes Study (SDS); Singapore Cardiovascular Cohort Study (SCCS2); Sri Lankan Diabetes Study (SLDS); London Life Sciences Population Study (LOLIPOP); The Pakistan Risk Of Myocardial Infarction Study (PROMIS); European descent in the Diabetes Genetics Replication And Meta-analysis (DIAGRAM),MuTHER consortium,
Pilar,21926972,"BOMA-Bipolar Study, University of Bonn and CIMH Mannheim (BOMA); Genetic Association Information Network (GAIN); Bipolar Genome Study (BiGS); GlaxoSmithKline (GSK); Pritzker Neuropsychiatric Disorders Research Consortium (NIMH/Pritzker); Systematic Treatment Enhancement Program for Bipolar Disorder (STEP)",,"Replication samples from France, Iceland and Australia are not presented with names"
Pilar,21946350,"Aging Gene-Environment Susceptibility - Reykjavik Study (AGES); Atherosclerosis Risk in Communities Study (ARIC); British 1958 Birth Cohort Study (B58C); Wellcome Trust Case Control Consortium (WTCCC); Busselton Health Study (BHS); Cardiovascular Health Study (CHS); CROATIA-Korcula Study (CROATIA-KORCULA); CROATIA-Vis Island Study (CROATIA-VIS); ERCHS (ERCHS); European Prospective Investigation into Cancer and Nutrition _ Obesity study cohort (EPIC-Obesity); European Prospective Investigation into Cancer (EPIC); Framingham Heart Study (FHS); Finnish Twin Cohort Study (FTC); Health, Aging, and Body Composition Study (Health ABC); Health 2000 Study (Health 2000); Cooperative Health Research in the Region of Augsburg F4 (KORA F4); Cooperative Health Research in the Region of Augsburg S3 (KORA S3); Northern Finnish Birth Cohort Study 1966 (NFBC1966); Orkney Complex Disease Study (ORCADES); Rotterdam Study I (RS-I); Rotterdam Study II (RS-II); Study of Health in Pomerania (SHIP); UK Adult Twin Register 1 (TwinsUK1); ADONIX (ADONIX); BRHS (BRHS); British Womens Heart & Health Study (BWHHS); Coronary Artery Risk Development in Young Adults (CARDIA); CROATIA-Split Study (CROATIA-SPLIT); Gedling (Gedling); Generation Scotland: Scottish Family Health Study (GS:SFHS); Hunter Community Study (HCS); Lothian Birth Cohort Studies 1936 (LBC1936); LifeLines (LifeLines); Multi-Ethnic Study of Atherosclerosis (MESA); Nottingham Smokers (Nottingham Smokers); MRC National Survey of Health and Development (NSHD); Rotterdam Study III (RS-III); Swiss Study on Air Pollution and Lung Diseases in Adults (SAPALDIA); UK Adult Twin Register 2 (TwinsUK2); NO NAME; Type 1 Diabetes Genetics Consortium (T1DGC); British 1958 Birth Cohort Study (B58C); Busselton Health Study 2 (BHS2)",Ox-GSK consortium; GIANT consortium; International Lung Cancer Consortium (ILCCO); SpiroMeta consortium; CHARGE consortium,
Pilar,21946351,NO NAME,,"Samples from several countries, but with no names given"
Pilar,21964575,Icelandic Cancer Registry (ICR); Nijmegen Biomedical Study (NBS),,Samples from Spain and Finland are not presented with names
Pilar,21983786,deCODE Genetics (deCODE); Residence Assessment Instrument (RAI); Minimum Data Set (MDS),,"Samples from"" a study of chronic obstructive pulmonary disease by the Danish Lung and Cancer Screening Trial"" in Denmark, ""a case-control study of schizophrenia"" in Oslo, ""a cancer case-control study"" in the Netherlands, are not presented with names"
Pilar,22055160,Aspirin for Asymptomatic Atherosclerosis Study (AAA); UK Small Aneurysm Trial (UKSAT); Wellcome Trust Case Control Consortium (WTCCC); British 1958 Birth Cohort Study (B58C); UK National Blood Donor Service (UKBS); Copenhagen City Heart Study (CCHS); Viborg Country AAA screening program (VCAAA),Wellcome Trust Case Control Consortium (WTCCC); Vascular Research Consortium of New Zealand; CARDIoGRAM Consortium; Global BPgen Consortium; DIAGRAM Consortium; VRCNZ Consortium ,"Not all the samples recruited in eight centers in the UK, Australia, and New Zealand are presented with names "
Pilar,22139419,Atherosclerosis Risk in Communities Study (ARIC); Cardiovascular Health Study (CHS); European Prospective Investigation into Cancer (EPIC); Heart and Vascular Health Atrial Fibrillation Study (HVH); Italian Network on Genetic Isolates-Carlantino (INGI-Carlantino); Italian Network on Genetic Isolates-Friuli-Venezia Giulia (INGI-FVG); Italian Network on Genetic Isolates-Val Borbera (INGI-Val Borbera); Cooperative Health Research in the Region of Augsburg F3 (KORA F3); Cooperative Health Research in the Region of Augsburg F4 (KORA F4); London Life Sciences Population Study (LOLIPOP); Lothian Birth Cohort Studies 1921 (LBC1921); Lothian Birth Cohort Studies 1936 (LBC1936); Micro-isolates in South Tyrol Study (MICROS); Northern Finnish Birth Cohort Study 1966 (NFBC1966); Netherlands Twin Registry (NTR); The Population Genetic Cohort (POPGEN); Queensland Institute of Medical Research (QIMR); SardiNIA Study of Aging (SardiNIA); Study of Health in Pomerania (SHIP); Sorbs population (SORBS); UK Adult Twin Register 3 (TwinsUK3); UK Blood Services Donor Panel 1 (UKBS1); The older order AMISH population studies (AMISH); Cambridge BioResource (CBR); Cleveland Clinic GeneBank Study (CCGB); Epidemiological Study on the Insulin Resistance syndrome study (DESIR); Italian Network on Genetic Isolates-Cliento (INGI-Cilento); Greek Health Randomized Aging Study (GHRAS); LifeLines (LifeLines); Netherlands Twin Registry 2 (NTR2); Ogliastra Genetic Park-Talana Study (OGP-Talana); SANQUIN (SANQUIN); The Hellenic study of Interactions between SNPs & Eating in Atherosclerosis (HSIEA); BioBank Japan Project (BBJ); UK Blood Services Donor Panel 2 (UKBS2); CC (CC),,
Pilar,22199011,"Atherosclerosis Risk in Communities Study (ARIC); Cardiovascular Health Study (CHS); Framingham Heart Study (FHS); Rotterdam Study I (RS-I); Family Heart Study (FamHS); Genetic Epidemiology Network of Arteriopathy (GENOA); Gutenberg Health Study (GHS); Health, Aging, and Body Composition Study (Health ABC); The Invecchiare in Chianti (InCHIANTI); Cooperative Health Research in the Region of Augsburg F4 (KORA F4); Netherlands Study of Depression and Anxiety (NESDA); Nijmegen Biomedical Study (NBS); Study of Health in Pomerania (SHIP); The older order AMISH population studies (AMISH); CROATIA-Vis Island Study (CROATIA-VIS); CROATIA-Korcula Study (CROATIA-KORCULA); Erasmus Rucphen Family Study (ERF); Orkney Complex Disease Study (ORCADES); Cooperative Health Research in the Region of Augsburg F3 (KORA F3); CROATIA-Split Study (CROATIA-SPLIT)",Cohorts for Heart and Aging Research in Genomic Epidemiology (CHARGE) Consortium; Netherlands Consortium for Healthy Aging (NCHA),
